organisation_number,company_name,Kommune,Fylke,n_employees
973863053,ZAVANNA GRAN SENTER HAMAR AVD 644,Hamar,Innlandet,4
973863150,ZAVANNA RISØR AVD 647,Risør,Agder,2
973863169,ZAVANNA OPPDAL AVD 646,Oppdal,Trøndelag - Trööndelage,4
973863177,ZAVANNA NÆRBØ AVD 616,Hå,Rogaland,3
973863193,ZAVANNA EGERSUND AVD 631,Eigersund,Rogaland,3
973863207,ZAVANNA JØRPELAND AVD 632,Strand,Rogaland,3
973863215,ZAVANNA FLEKKEFJORD AVD 621,Flekkefjord,Agder,4
973864920,NMS MJUKLIA LEIRSTED OG GJESTEGÅRD,Rennebu,Trøndelag - Trööndelage,11
973866435,NÆSS KJELL TERJE TANNLEGE,Stavanger,Rogaland,3
973869809,LIVE GRUPPEN AS,Melhus,Trøndelag - Trööndelage,2
973869876,ORIS DENTAL AS AVD LEUTENHAVEN,Trondheim,Trøndelag - Trööndelage,10
973870068,TANNLEGE TROND SØRHUUS AS,Verdal,Trøndelag - Trööndelage,2
973870149,FRISERSENTRET AS,Verdal,Trøndelag - Trööndelage,4
973870211,FINANS2 AS,Oslo,Oslo,1
973870718,EGON KARL JOHAN,Oslo,Oslo,50
973871110,CENTRUM REISEBYRÅ AS AVD FREDRIKSTAD,Fredrikstad,Viken,4
973873008,EKEBERGVEIEN TANNKLINIKK ANS C/O INVEST AS,Oslo,Oslo,3
973873911,CAFE OPUS AVD 2552 MOLDE,Molde,Møre og Romsdal,5
973874047,AKTUELL MARIN AS,Molde,Møre og Romsdal,2
973874462,HAMAR MEDIA AS AVD IDE TRYKK,Ringsaker,Innlandet,5
973875000,SVERRES BUSS AS,Hamar,Innlandet,1
973875272,PUBLIKUMS TRØST AS,Hamar,Innlandet,5
973875280,LIFE HAMAR,Hamar,Innlandet,2
973876139,NARVESEN BUTIKKEN 175 GJØVIK SKYSSTASJON,Gjøvik,Innlandet,7
973876163,LENA & CENTRUM TRAFIKKSKOLE AS AVD GJØVIK,Gjøvik,Innlandet,4
973876414,TANNLEGE ANNE THERESE SOLÅS AS,Gjøvik,Innlandet,1
973876457,MJØS KIRURGENE LEGE OG SPESIALISTSENTER AS,Gjøvik,Innlandet,3
973877151,AOF VESTLANDET AVD HAUGESUND,Haugesund,Rogaland,3
973878263,HOFSTAD ØISTEIN MARTIN,Lillestrøm,Viken,2
973878328,ØB-TAK AS,Oslo,Oslo,2
973878514,HVITE BUSSER AS,Porsgrunn,Vestfold og Telemark,9
973878549,LILLE HVITE INTERIØR AS,Risør,Agder,1
973878670,BINGEN FRISØR AS,Eigersund,Rogaland,5
973879359,ØSTFOLD TAXITJENESTER AS,Indre Østfold,Viken,6
973879391,TANNLEGE GRETE GANGNÆS AS,Indre Østfold,Viken,3
973879448,AURSKOG/FINSTADBRU SPORTSKLUBB,Aurskog-Høland,Viken,2
973879758,NARVESEN BUTIKKEN 834,Oslo,Oslo,14
973880608,IPLAST AS,Holmestrand,Vestfold og Telemark,1
973880780,ROBERT RUUD BYGG AS,Grimstad,Agder,5
973881043,ARTISTI CAMPAIGN AS AVD GRIMSTAD,Grimstad,Agder,5
973881396,SPENST GRIMSTAD,Grimstad,Agder,25
973882767,ØRLAND BIL AS,Ørland,Trøndelag - Trööndelage,4
973883232,GREFSEN VEDLIKEHOLD AS,Ullensaker,Viken,1
973883372,STAMINA KURSSENTER AS E. EVENSEN,Oslo,Oslo,2
973883682,KICKS NORGE AS AVD ADMINISTRASJON,Oslo,Oslo,1
973884581,ELEKTROFAG JÆREN AS,Hå,Rogaland,1
973885650,BEVERLY AS,Stavanger,Rogaland,22
973885774,MESTERBAKEREN AS AVD ADMINISTRASJON STAVANGER,Stavanger,Rogaland,7
973886053,NORD-JÆREN SPORTSDANSEKLUBB,Stavanger,Rogaland,6
973887580,TVERLANDET VEISERVICE AS,Bodø,Nordland,5
973887793,BOBRANN,Bodø,Nordland,2
973889826,NORSK LANDBRUKSRÅDGIVING ROGALAND AVD KLEPP,Klepp,Rogaland,1
973891111,OLDERNES TRAFIKKSKOLE AS,Vadsø,Troms og Finnmark - Romsa ja Finnmárku,2
973891413,GOXPLORE AS,Oslo,Oslo,3
973891480,KONSULENTFIRMA KJELL A. ØSTNES AS,Oslo,Oslo,5
973891936,NARVESEN BUTIKKEN 892 GUNERIUS,Oslo,Oslo,2
973891987,AVIAREPS AS,Oslo,Oslo,5
973892118,DESIGNINDUSTRIEN,Oslo,Oslo,1
973892444,PINSEMENIGHETEN ZION,Time,Rogaland,1
973893599,TIME AVLØYSARLAG SA,Klepp,Rogaland,4
973894927,TAXI HEDMARK AS,Stange,Innlandet,3
973895087,GROPEN HARALD,Ringsaker,Innlandet,1
973895222,BERG CHRISTIAN,Ringsaker,Innlandet,1
973896326,ABERIA OMSORG AS,Oslo,Oslo,1
973896660,EIKESTØL AS,Kristiansand,Agder,1
973896881,VILLASERVICE AS AVD KONSULENTVIRKSOMHET,Trondheim,Trøndelag - Trööndelage,2
973896903,BETTY FRISØR AS,Trondheim,Trøndelag - Trööndelage,11
973897101,TANNLEGE GUNNFRID ALREK AS,Trondheim,Trøndelag - Trööndelage,1
973897233,BHT-GRUPPEN SA AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,1
973897713,NORWEGIAN DRILLING ACADEMY AS,Randaberg,Rogaland,3
973897772,HAIR & THERE BORE AS,Sola,Rogaland,5
973898493,ARNE INGE PEDERSEN TRANSPORTFORRETNING AS,Sola,Rogaland,1
973899015,SKIDOO SENTERET AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,4
973899791,BUTIKK 0802 LOVISENBERG,Oslo,Oslo,3
973899953,STORKIOSK 7006 TORSHOV,Oslo,Oslo,3
973899961,SALONG CAPELLI SANI AS,Oslo,Oslo,2
973900013,STORKIOSK 7041,Oslo,Oslo,2
973900145,FRØKEN MAIA AS,Lyngdal,Agder,4
973900943,FRØVOLL GÅRD TORLEIF TODNEM,Randaberg,Rogaland,2
973901095,CBRE AS,Oslo,Oslo,2
973903306,BEDEHUSKIRKEN,Time,Rogaland,2
973904442,FYLLINGSDALEN BINGO AS OASEN BYDELSSENTER,Bergen,Vestland,5
973904531,FJORD LINE AS AVD BERGEN,Bergen,Vestland,35
973904558,NORGES MILJØVERNFORBUND,Bergen,Vestland,14
973905023,OLSVIK LEGESENTER,Bergen,Vestland,3
973905619,BDO AS AVD MOSS,Moss,Viken,8
973905627,RINGVOLL BEDRIFTSHELSETJENESTE AS AVD MOSS,Moss,Viken,5
973907182,HENNING BANG AS,Oslo,Oslo,2
973908510,THERMOTECH AS,Haugesund,Rogaland,1
973908510,THERMOTECH AS AVD HAUGESUND,Haugesund,Rogaland,10
973910655,TRETRANSPORT A/S,Eidskog,Innlandet,1
973910906,CASA MØBEL OG INTERIØR,Eidskog,Innlandet,2
973913107,PINSEMENIGHETEN SALEM,Karmøy,Rogaland,1
973914332,EVIDENS AS,Sola,Rogaland,4
973915053,RISVÆR MAREN,Larvik,Vestfold og Telemark,2
973915193,SPORTSKLUBBEN STAG,Larvik,Vestfold og Telemark,1
973915274,TANNLEGE HENNING MYHRE AS,Larvik,Vestfold og Telemark,4
973915452,FAMILY SPORTS CLUB ELVERUM,Elverum,Innlandet,11
973915487,BAGORAMA ELVERUM,Elverum,Innlandet,4
973915657,KRINGLEGARDEN ASLAK TANNLEGE,Tønsberg,Vestfold og Telemark,1
973916009,PEMA MILJØTEKNIKK AS AVD TØNSBERG,Tønsberg,Vestfold og Telemark,4
973916041,RANDSTAD AS AVD TØNSBERG,Tønsberg,Vestfold og Telemark,9
973916130,NYVÅGAR RORBUHOTELL,Vågan,Nordland,4
973916300,KOMPLETT TAKSERING AS,Oslo,Oslo,2
973916459,VINDEREN RENS AS AVD BOGSTADVEIEN,Oslo,Oslo,1
973916521,STORSALEN MENIGHET,Oslo,Oslo,4
973916599,AKULEG AS V/DAAE-JOHANSEN,Oslo,Oslo,1
973916629,FOLK & FILM AS,Oslo,Oslo,2
973917412,NIRA TANNHELSE AS,Drammen,Viken,2
973917757,NES RØRSERVICE A/S,Nes,Viken,2
973917870,HUMAYOUN S BHATTO,Oslo,Oslo,1
973918206,MOHAMMAD SAFDAR,Oslo,Oslo,1
973919482,ISS FACILITY SERVICES AS,Svalbard, ,17
973919482,ISS FACILITY SERVICES AS AVD LONGYEARBYEN,Svalbard, ,8
973919679,ISBJØRNBUTIKKEN AS,Svalbard, ,7
973920340,O KRISTOFFERSEN BINGODRIFT AS MØLLERGATA BINGO,Oslo,Oslo,2
973921738,EIDSVOLL TURN HOVEDSTYRE,Eidsvoll,Viken,14
973921754,NORSK FISKERINÆRING AS,Eidsvoll,Viken,4
973921894,HAIRPORT FRISØR AS AVD EIDSVOLL,Eidsvoll,Viken,4
973922343,"OSLO MINIBUSS, TROND O. ELLINGSVOLD",Oslo,Oslo,4
973922858,BERGENS SVØMMEKLUBB,Bergen,Vestland,28
973923064,TOP HAIR FRISØR DA,Bergen,Vestland,4
973923536,TANNLEGE KJELL ERIK SKJELBRED NILSEN,Bergen,Vestland,1
973923692,BERGENS MASKINISTFORENING,Bergen,Vestland,1
973923706,BETHEL BERGEN,Bergen,Vestland,1
973924176,MALTHUS UNITEAM AS AVD SKEDSMO,Lillestrøm,Viken,10
973924230,SELJELID TRUCKUTLEIE AS,Bergen,Vestland,3
973926071,JON VAARDAL-LUNDE,Bergen,Vestland,1
973926284,SKANDINAVISK YOGA OG MEDITASJONSSKOLE,Askøy,Vestland,2
973926640,INDRE NORDHORDALAND DAMPBÅTLAG A.S.,Karmøy,Rogaland,1
973928317,KOLBOTN TEKSTILAGENTURER AS,Lillestrøm,Viken,1
973928996,BDO AS AVD STEINKJER,Steinkjer,Trøndelag - Trööndelage,2
973929844,PROSESS INDUSTRI LTD AS,Ålesund,Møre og Romsdal,6
973929860,PAB CONSULTING AS,Ålesund,Møre og Romsdal,2
973929887,AALESUNDS KLUBSELSKAB,Ålesund,Møre og Romsdal,2
973930036,ÅLESUND FOTBALL AS,Ålesund,Møre og Romsdal,7
973930273,BENONI & ROSA FRISØR AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,7
973930796,TROMSØ TRAFIKKSKOLESENTER AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,1
973930990,GROM BURGER TROMSØ AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,1
973931598,BERG AUTO AS,Bærum,Viken,4
973931709,BÆRUMS VERK LEGESENTER DA,Bærum,Viken,4
973931857,TANNLEGE BERTHE MAREN HOEL,Oslo,Oslo,2
973931997,FRISKIS&SVETTIS BÆRUM,Bærum,Viken,8
973932004,PENGEDOKTOREN AS,Oslo,Oslo,1
973932136,NARVESEN BUTIKKEN 464 SANDVIKA JERNBANESTASJON,Bærum,Viken,5
973932373,NORHUS KJEDEN AS,Hamar,Innlandet,1
973932454,AGENDA KAUPANG AS,Oslo,Oslo,9
973932500,ARTISTPARTNER AS,Bærum,Viken,9
973932683,IDRETTSLAGET JARDAR,Bærum,Viken,2
973933779,WEST-LAND A S,Sarpsborg,Viken,1
973934198,BLIKK 1,Sarpsborg,Viken,1
973934287,OFTAMED AS,Sarpsborg,Viken,1
973935488,KLIPPERIET STOLPNES AS AVD HEIMDAL,Trondheim,Trøndelag - Trööndelage,6
973935720,MØBELHUSET HITRA AS,Hitra,Trøndelag - Trööndelage,6
973936182,MUR PUSS & FLIS AS,Nesodden,Viken,2
973936948,ORION AS,Porsgrunn,Vestfold og Telemark,3
973937227,STUDIO HM FRISØR AS,Porsgrunn,Vestfold og Telemark,4
973938274,TANNLEGEHUSET AS,Bergen,Vestland,6
973938495,MASTER APARTMENT HOTELS,Bergen,Vestland,1
973939270,TANNLEGE ARNE LUND AS,Bergen,Vestland,3
973939602,LEIRA BIL AS AVD RISSA,Indre Fosen,Trøndelag - Trööndelage,6
973940716,INDREMISJONSSAMSKIPNADEN,Stord,Vestland,8
973940945,TANNLEGE ØEN AS AVD. STORD,Stord,Vestland,3
973941003,FELLESFORBUNDET HARDANGER SUNNHORDLAND,Stord,Vestland,1
973941038,BRUSAND IDRETTSLAG,Hå,Rogaland,2
973941046,BOHUS FORUS AS,Sandnes,Rogaland,18
973941305,KRINGSJÅ LEGESENTER AS,Oslo,Oslo,2
973941941,FITJAR AVLØYSARLAG,Fitjar,Vestland,1
973942077,FRISKUS TRIM & HELSE AS AVD KRISTIANSUND,Kristiansund,Møre og Romsdal,4
973942085,KRISTIANSUND HOTELL AS,Kristiansund,Møre og Romsdal,6
973942948,STUDIO ISIDOR AS,Fredrikstad,Viken,4
973943863,FAROOQ MOHAMMAD TAXIEIER,Oslo,Oslo,1
973944630,COLOSSEUMKLINIKKEN AS AVD VESTRE STRANDGATE 42,Kristiansand,Agder,8
973944908,TROLLAKTIV DRIFT AS,Evje og Hornnes,Agder,5
973945130,SHAKERS KRISTIANSAND AS,Kristiansand,Agder,29
973945432,BILBRANSJENS OPPL KONT SØR V/BORGAR ANDERSEN,Kristiansand,Agder,1
973945874,CHRISTIANIA BELYSNING AS AVD BARSTØLVEIEN,Kristiansand,Agder,4
973946080,KAY BERG,Kristiansand,Agder,5
973946587,TRÆNA RORBUFERIE AS V/EDITH OLSEN,Træna,Nordland,2
973947486,DELTAKLINIKKEN AS,Sola,Rogaland,2
973947796,NARVESEN BUTIKKEN 402,Stavanger,Rogaland,3
973947966,SNAP DRIVE MARERO,Stavanger,Rogaland,3
973948067,PHØNIX EIENDOM AS,Stavanger,Rogaland,1
973948091,JADARHUS AS,Stavanger,Rogaland,5
973948709,TRIO TRAFIKKSKOLE,Sandefjord,Vestfold og Telemark,6
973948997,TANNLEGE KARL STYREN TANGEN AS,Sandefjord,Vestfold og Telemark,3
973949578,MOHAMMAD ANWAR UL HAQUE,Oslo,Oslo,1
973949985,TROLLSPEILET AS,Lillestrøm,Viken,5
973950304,VEITRANSPORT AS,Enebakk,Viken,6
973950452,STRØMSØ KONDITORI AS,Drammen,Viken,6
973951025,VOSS PARKERING AS,Voss,Vestland,3
973951815,HOMMEDAL TAXIBUSS AS,Voss,Vestland,3
973952102,NORSKE LANDSBRUKSTENESTER VOSS SA,Voss,Vestland,2
973954644,NARVESEN BUTIKKEN CITY NORD 123,Bodø,Nordland,4
973954997,PRESIS UR & GULL AS,Bodø,Nordland,5
973955144,VINDAFJORD FYSIOTERAPI- DAG RUNE ØVERLAND,Vindafjord,Rogaland,1
973955489,SVINØYA RORBUER AS AVD UTLEIE,Vågan,Nordland,23
973956388,STELAB CONSULT AS,Oslo,Oslo,1
973957406,TOVES FRISØR TOVE METTE BORE,Time,Rogaland,4
973957554,SAMNINGEN,Samnanger,Vestland,1
973958305,ORTHOS AS TANNLEGE FØRSUND,Bjørnafjorden,Vestland,5
973959220,BJORBEKK LEGESENTER DA,Arendal,Agder,1
973959506,OPITZ TANNHELSESENTER AS,Øygarden,Vestland,5
973959840,FERDINAND AS,Ullensaker,Viken,28
973959859,TANNTASTISK AS,Karmøy,Rogaland,1
973960520,LOFOTEN TURISTSENTER AS,Vestvågøy,Nordland,2
973960814,PEDERSEN FRITS K DRIFT A/S AVD TRANSPORT,Vestvågøy,Nordland,5
973960822,LOFOTPRODUKT AS AVD LEKNES,Vestvågøy,Nordland,1
973961179,CONCEPT COMMUNICATION AS,Oslo,Oslo,7
973961837,MCDONALD'S LILLEHAMMER,Lillehammer,Innlandet,35
973961926,TORGET TANNKLINIKK AS,Lillehammer,Innlandet,4
973961993,TOR WESTERDAHL AS,Lillehammer,Innlandet,1
973962051,BLOMSTERSTUA RAVNSBORG HELLE,Lillehammer,Innlandet,3
973962795,LITLAND GARTNERI AS,Osterøy,Vestland,1
973962841,VOLDA FRIKYRKJE DEN EVANGELISKE LUTHERSKE AVD FRIKYRKJE,Volda,Møre og Romsdal,1
973964313,COLOR LINE AS AVD LARVIK,Larvik,Vestfold og Telemark,29
973965735,RELYON NUTEC NORWAY AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,11
973965794,REIMERS EIENDOM AS,Trondheim,Trøndelag - Trööndelage,2
973965840,RISVOLLAN FYSIOTERAPI OG TRENING AS,Trondheim,Trøndelag - Trööndelage,8
973966014,TRIO REGNSKAPSSERVICE AS AVD TILLER,Trondheim,Trøndelag - Trööndelage,2
973966332,"SIT STUDENTSAMSKIPNADEN I GJØVIK, ÅLESUND OG TRONDHEIM STORKIOSK DRAGVOLL",Trondheim,Trøndelag - Trööndelage,3
973966545,NARVESEN BUTIKKEN 347,Trondheim,Trøndelag - Trööndelage,4
973966669,SOLGRUPPEN AS,Trondheim,Trøndelag - Trööndelage,9
973966766,CHINA HOUSE HEIMDAL,Trondheim,Trøndelag - Trööndelage,9
973966782,FLATVAL TROND AS,Trondheim,Trøndelag - Trööndelage,2
973967142,MOZART DAME & HERREFRISØR V/WANVIK RIGMOR,Trondheim,Trøndelag - Trööndelage,2
973967967,CENTRUM FACE & BODY CLINIQUE AS,Fredrikstad,Viken,3
973968203,TORIL SØRBØ HALVORSEN,Fredrikstad,Viken,5
973968580,TANNLEGE KAI B HANNESTAD AS,Fredrikstad,Viken,1
973969005,FLORØ SPORTSKLUBB FOTBALLGRUPPA,Kinn,Vestland,18
973969323,NORSK GESTALTINSTITUTT AS,Bærum,Viken,11
973971069,FORENINGSBINGO AS,Bergen,Vestland,5
973972197,SIGNO DOKKEN AS,Bergen,Vestland,9
973974661,ABERIA UNG AS AVD ADMINISTRASJON,Moss,Viken,4
973975307,GLITRE ZOO AS AVD ASKER,Asker,Viken,4
973975390,CW ELEKTRO AS,Asker,Viken,5
973976354,IF FRISK ASKER HOCKEY,Asker,Viken,28
973977199,RAMALAMA PRODUCTION AS,Oslo,Oslo,1
973977318,MEDIACOM AS,Oslo,Oslo,29
973977350,NORDIC CRUISE SERVICES AS,Oslo,Oslo,2
973980068,TØNSBERG SVØMMEKLUBB,Tønsberg,Vestfold og Telemark,1
973980173,TANNLEGE JOHAN KILLINGSTAD AS,Tønsberg,Vestfold og Telemark,2
973980769,TELEKJØP VESTFOLD A/S,Tønsberg,Vestfold og Telemark,3
973980823,ET CETERA PROFIL AS,Tønsberg,Vestfold og Telemark,2
973981005,BJØRGS TRAFIKKSKOLE AS,Stjørdal,Trøndelag - Trööndelage,6
973981048,UNNI STEIG,Stjørdal,Trøndelag - Trööndelage,1
973981153,B-YOUNG STJØRDAL,Stjørdal,Trøndelag - Trööndelage,3
973983075,HÅRMAKERIET LILLESAND AS,Lillesand,Agder,4
973983385,ALFA TRAFIKKSKOLE AS,Nes,Viken,8
973983393,SPENST ÅRNES AS,Nes,Viken,3
973983482,LUMA BYGG AS,Nes,Viken,2
973986368,TILBORDS JESSHEIM,Ullensaker,Viken,4
973987283,HATLANE AUTOSERVICE AS,Ålesund,Møre og Romsdal,10
973987607,TILBORDS MOA SYD,Ålesund,Møre og Romsdal,5
973988166,TORHEIM REIDAR,Stryn,Vestland,1
973990527,BENT LUNDSRUD AS,Indre Østfold,Viken,3
973990551,NORDIC CHOICE COMMERCIAL SERVICES AS,Oslo,Oslo,67
973990756,KOLBOTN CHINA HOUSE DIEP CAN MUI,Nordre Follo,Viken,1
973990756,NYE KOLBOTN CHINA HOUSE RESTAURANT,Nordre Follo,Viken,3
973990985,ALLUM ENGINEERING AS,Sandefjord,Vestfold og Telemark,11
973991779,WRIGHT TRAFIKKSKOLE AS AVD MOSS,Moss,Viken,4
973992201,BYGG OG ENERGI SYSTEMER AS,Oslo,Oslo,3
973992600,KRONE BRO LABORATORIET LARVIK AS,Larvik,Vestfold og Telemark,1
973992651,GRAND HOTEL LARVIK AS,Larvik,Vestfold og Telemark,23
973992716,DANA SAC NORWAY AS,Larvik,Vestfold og Telemark,3
973993178,KLOSTERFOSS SMYKKEVERKS AS,Skien,Vestfold og Telemark,4
973993291,OSS & RM,Skien,Vestfold og Telemark,1
973993321,BREDE OG BJØRNS ELEKTROSERVICE AS,Skien,Vestfold og Telemark,2
973995308,NORTANN AS,Oslo,Oslo,3
973995383,NARVESEN BUTIKKEN 897 SKULLERUD T-BANE,Oslo,Oslo,4
973995774,KNUDSEN STEINAR,Sortland - Suortá,Nordland,1
973995774,KNUDSEN STEINAR,Sortland,Nordland,1
973995987,TORGET FRISØR,Kristiansund,Møre og Romsdal,1
973996258,TAK OG METALL AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,7
973996533,NILS SØRHEIM AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,2
973996568,INFOCARE NORGE AS AVD TROMSØ,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
973996924,ELEKTRON COMMUNICATIONS AS C/O JO NILSSEN AS,Nittedal,Viken,1
973997203,TANNLEGE LIV SUNDELIUS,Oslo,Oslo,1
973998846,SJØMATHUSET AS AVD SALG OSLO,Oslo,Oslo,4
973999664,SAGHUSET HESSELBERG AS,Bærum,Viken,4
974000636,STABÆK FOTBALL,Bærum,Viken,48
974000792,YX 7-ELEVEN 7586 RYKKIN,Bærum,Viken,1
974001330,IKM GRUPPEN AS,Sola,Rogaland,4
974001365,QUALITY AIRPORT HOTELL STAVANGER,Sola,Rogaland,32
974001683,ÅLESUND MISJONSKIRKE,Ålesund,Møre og Romsdal,1
974001748,BRØDR SUNDE AS SUNDOLITT FJELL,Øygarden,Vestland,1
974002086,GRANMO ODD E TANNLEGE,Ålesund,Møre og Romsdal,3
974002132,SPJELKAVIK IDRETTSLAG,Ålesund,Møre og Romsdal,4
974002582,TANNLEGE KARI M ØSTERHOLT,Stavanger,Rogaland,1
974002698,TOOL TECH AS,Bærum,Viken,1
974002876,STAV ARKITEKTER AS,Stavanger,Rogaland,5
974002906,ROGALAND BILUTLEIE A/S,Sandnes,Rogaland,3
974003155,LARSSEN SKO AS MANI OASEN,Bergen,Vestland,2
974003201,THORBJØRN NAURSTAD,Bergen,Vestland,2
974003368,IDRETTSLAGET SANDVIKEN AVD FOTBALL KVINNER,Bergen,Vestland,16
974003430,ATLE BREISTEIN AS,Bergen,Vestland,4
974003457,TANNLEGE TOM R. PAULSETH AS,Bergen,Vestland,5
974003678,CLAMPON AS,Bergen,Vestland,2
974003953,TROND HAUKEDAL AS,Bergen,Vestland,2
974004135,AHLSELL NORGE AS AVD BERGEN FABRIKKGATEN,Bergen,Vestland,12
974004194,SOUNDGARDEN HI FI AS AVD 20 BERGEN SENTRUM,Bergen,Vestland,3
974004283,HÅRFIXEN FRISØR AS,Bergen,Vestland,3
974004348,FØRERKORTSENTRALEN AS,Bergen,Vestland,2
974004488,MERKANTILBYGG AS AVD OSLO,Oslo,Oslo,4
974004593,KIRUS AS,Oslo,Oslo,1
974004984,7-ELEVEN 7018 HOLBERGS PLASS,Oslo,Oslo,6
974005123,NARVESEN BUTIKKEN 274 KNASKEN,Ringsaker,Innlandet,4
974005670,SENSOR CHEMCONTROL AS,Kongsberg,Viken,3
974005743,BUYTEC AS,Drammen,Viken,2
974005824,GÅLÅ TURLØYPER AS,Sør-Fron,Innlandet,2
974006413,BREMNES IDRETTSLAG AVD HOVUDSTYRE,Bømlo,Vestland,7
974006847,SANDMOEN KRO AS,Trondheim,Trøndelag - Trööndelage,13
974006898,SYSTUA HEIMDAL A/S,Trondheim,Trøndelag - Trööndelage,2
974007029,EGON LILLEHAMMER A/S,Lillehammer,Innlandet,26
974007142,CAFE 3B AS,Trondheim,Trøndelag - Trööndelage,3
974007177,VICTORIA AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,2
974007835,ROTEVATN TRAFIKKSKULE AS,Volda,Møre og Romsdal,6
974007967,MØREFORSKING MOLDE AS,Molde,Møre og Romsdal,6
974008157,SPECSAVERS KONGSVINGER,Kongsvinger,Innlandet,7
974008793,RADIO GRENLAND AS,Porsgrunn,Vestfold og Telemark,5
974009102,NARVESEN BUTIKKEN 208,Molde,Møre og Romsdal,2
974009188,KARLSEN ELNESVÅGEN A/S V/EVA NERLAND,Hustadvika,Møre og Romsdal,2
974010356,POLARFAKTA AS,Rana,Nordland,1
974010747,PETTER ERIKSEN PETTER ERKSEN,Asker,Viken,4
974011409,PRODOK AS,Fredrikstad,Viken,9
974011646,BUSTETROLLET FRISØR AS,Nordre Follo,Viken,7
974017555,AUSTAD & BJERKNES A/S,Heim,Trøndelag - Trööndelage,2
974018632,WEST KIDZ AS,Stjørdal,Trøndelag - Trööndelage,1
974018810,RØROS DYREKLINIKK AS,Røros,Trøndelag - Trööndelage,5
974018829,DEN EVANGELISK LUTHERSKE FRIKIRKE TRONDHEIM MENIGHET,Trondheim,Trøndelag - Trööndelage,2
974018861,BONDEUNGDOMSLAGET I NIDAROS,Trondheim,Trøndelag - Trööndelage,1
974019310,KVÆRNØ SKO AS AVD OLAV TRYGGVASONS GATE 17,Trondheim,Trøndelag - Trööndelage,9
974020246,HEIMDAL KIROPRAKTORSENTER AS,Trondheim,Trøndelag - Trööndelage,1
974020289,TAXI U-291 V/RAGNAR HANSEN,Trondheim,Trøndelag - Trööndelage,3
974020513,SAAVEL AUTRONICA ANSATTES VELFERD,Trondheim,Trøndelag - Trööndelage,1
974025132,HARBAK KYSTSENTER,Åfjord,Trøndelag - Trööndelage,1
974026155,KURS OG KONGRESSERVICE AS,Oppdal,Trøndelag - Trööndelage,1
974026848,RENNEBU LANDBRUKSTJENESTER SA,Rennebu,Trøndelag - Trööndelage,2
974031698,OLE ANDERS FLEKSTAD,Steinkjer,Trøndelag - Trööndelage,1
974032058,ODD FELLOW HUSET AS,Steinkjer,Trøndelag - Trööndelage,1
974035480,BALSTAD GÅRD,Indre Fosen,Trøndelag - Trööndelage,2
974036800,KVERNMO AS,Verdal,Trøndelag - Trööndelage,1
974045192,H HAUGLAND AS,Alstahaug,Nordland,1
974046296,BOLSTAD MORTEN,Hattfjelldal,Nordland,1
974046296,BOLSTAD MORTEN,Aarborte - Hattfjelldal,Nordland,1
974050293,HAMARØY FISKECAMPING AS,Hamarøy,Nordland,1
974051982,BØRGE IVERSEN AS,Vestvågøy,Nordland,1
974052393,STEIN MAGNUSSEN BAKERI AS AVD MELBU,Hadsel,Nordland,1
974053179,VELFERDSKLUBBEN FOR FISKERE,Øksnes,Nordland,1
974053691,ANDENES HERREEKVIPERING,Andøy,Nordland,2
974053942,STAVE CAMPING AS,Andøy,Nordland,1
974056763,SSK KANTINE AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
974057077,SENTRUMSTANNLEGENE AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,1
974057263,CUBUS HARSTAD AVD 915,Harstad,Troms og Finnmark - Romsa ja Finnmárku,8
974059533,TANNLEGE BJØRN JAKOBSEN AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,2
974059673,TROMSØ RIDESKOLE SANDNES GÅRD,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,8
974059711,TROMSØYSUND SOKN,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,3
974064022,BOREAL BUSS AS AVD HAMMERFEST,Hammerfest,Troms og Finnmark - Romsa ja Finnmárku,1
974064049,BOREAL SJØ DRIFT AS AVD GODS BÅTSFJORD,Båtsfjord,Troms og Finnmark - Romsa ja Finnmárku,3
974064057,BOREAL SJØ DRIFT AS AVD GODS VADSØ,Vadsø,Troms og Finnmark - Romsa ja Finnmárku,3
974064650,FINNMARK INDREMISJON,Vadsø,Troms og Finnmark - Romsa ja Finnmárku,1
974064952,BOSSEKOP UNGDOMSLAG,Alta,Troms og Finnmark - Romsa ja Finnmárku,5
974067862,LANDBRUK NORD SA AVD BALSFJORD,Balsfjord,Troms og Finnmark - Romsa ja Finnmárku,3
974068435,LANDBRUKSTENESTER SOGN SA,Luster,Vestland,5
974070936,MITTET AS AVD MAUSEIDVÅG,Sula,Møre og Romsdal,12
